"MB51_ID","MB51_TRANSACTION_DATE","MB51_MATERIAL_CODE","MB51_DESCRIPTION","MB51_POSTING_DATE","MB51_MATERIAL_DOC","MB51_QUANTITY","MB51_UNIT","MB51_LOCATION","MB51_BATCH","MB51_MANUFACTURE_DATE","MB51_TIME","MB51_ORDER","MB51_USERNAME","MB51_HEADER_TEXT","MB51_RESERVATION","MB51_TEXT","MB51_GOODS_RECIPIENT","MB51_PLANT","MB51_BASE_UNIT","MB51_COMPANY_CODE","MB51_COST_CENTER","MB51_DOCUMENT_DATE","MB51_ENTRY_DATE","MB51_GL","MB51_MATERIAL_DOC_YEAR","MB51_MVT","MB51_MOVEMENT_TEXT","MB51_ORDER_UNIT","MB51_NAME1","MB51_QUANTITY_PURCHASE","MB51_PURCHASE_ORDER","MB51_REFERENCE","MB51_SALES_ORDER","MB51_SALES_ORDER1","MB51_VENDOR","MB51_UNLOADING_POINT","MB51_VALUATION_TYPE","MB51_SPECIAL_STOCK","MB51_AMOUNT","FILE_LOG_ID","MB51_FLAG"
"13163061","2026-06-13","58000004","Film roll All cafe500g.420mm*900m","2026-06-13","4913548511","-12060.000","PC","M003","20260521",NULL,"14:15:31",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-06-13","2026-06-13",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-12060.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9396",NULL
"13163062","2026-06-13","58000004","Film roll All cafe500g.420mm*900m","2026-06-13","4913548511","12060.000","PC","P003","20260521",NULL,"14:15:31",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-06-13","2026-06-13",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","12060.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9396",NULL
"13163063","2026-06-13","58000004","Film roll All cafe500g.420mm*900m","2026-06-13","4913548511","-20940.000","PC","M003","20260523",NULL,"14:15:31",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-06-13","2026-06-13",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-20940.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9396",NULL
"13163064","2026-06-13","58000004","Film roll All cafe500g.420mm*900m","2026-06-13","4913548511","20940.000","PC","P003","20260523",NULL,"14:15:31",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-06-13","2026-06-13",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","20940.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9396",NULL
"13163065","2026-06-13","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-06-13","4913548511","-2600.000","PC","M003","20260525",NULL,"14:15:31",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-06-13","2026-06-13",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-2600.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9396",NULL
"13163066","2026-06-13","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-06-13","4913548511","2600.000","PC","P003","20260525",NULL,"14:15:31",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-06-13","2026-06-13",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","2600.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9396",NULL
"13163067","2026-06-13","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-06-13","5005789024","15000.000","PC","M003","20260613",NULL,"14:20:16",NULL,"PRONDTAN","305055036","0",NULL,NULL,"0328","PC","0003",NULL,"2026-06-13","2026-06-13",NULL,"2026","101","GR goods receipt","PC","โรงคั่วสุวรรณภูมิ","15000.00","305055036","6901100",NULL,NULL,"2024222",NULL,NULL,NULL,"75000.00","9396",NULL
"13163068","2026-06-13","58000002","WIPF WICOVALVE W009","2026-06-13","4913548511","-30000.000","PC","M003","25092025",NULL,"14:15:31",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-06-13","2026-06-13",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-30000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9396",NULL
"13163069","2026-06-13","58000002","WIPF WICOVALVE W009","2026-06-13","4913548511","30000.000","PC","P003","25092025",NULL,"14:15:31",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-06-13","2026-06-13",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","30000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9396",NULL
"13163098","2026-06-13","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-06-13","4913561856","-3.000","BAG","M001","280502-R/T",NULL,"15:48:39",NULL,"PRONDTAN",NULL,"150121563","ตรวจเพิ่ม 09.06.26.1 A010R002",NULL,"0328","G","0003","405053.00","2026-06-13","2026-06-13","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-1500.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-508.14","9396",NULL
"13378084","2026-07-03","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-07-03","4915336719","-1661.000","BOX","M001","190602RF/B",NULL,"17:38:45",NULL,"RAPEESAN01",NULL,"0",NULL,"0001000248","0328","G","0003",NULL,"2026-07-03","2026-07-03","51003100","2026","601","GD goods issue:delvy",NULL,"โรงคั่วสุวรรณภูมิ","-4983000.00",NULL,"2000124913",NULL,NULL,NULL,NULL,NULL,NULL,"-1688041.08","9531",NULL
"13378085","2026-07-03","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-07-03","4915347153","-3.000","BAG","M001","190603-F/B",NULL,"22:34:12",NULL,"RAPEESAN01",NULL,"150926461","Retain 01.07.26.3 A010R002",NULL,"0328","G","0003","405053.00","2026-07-03","2026-07-03","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-1500.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-508.14","9531",NULL
"13378086","2026-07-03","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-07-03","4915337130","-960.000","BOX","M001","190603-F/B",NULL,"17:45:00",NULL,"RAPEESAN01",NULL,"0",NULL,"0001000244","0328","G","0003",NULL,"2026-07-03","2026-07-03","51003100","2026","601","GD goods issue:delvy",NULL,"โรงคั่วสุวรรณภูมิ","-2880000.00",NULL,"2000124921",NULL,NULL,NULL,NULL,NULL,NULL,"-975628.80","9531",NULL
"13378087","2026-07-03","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-07-03","4915347153","-3.000","BAG","M001","190603-F/B",NULL,"22:34:12",NULL,"RAPEESAN01",NULL,"150926461","Routine 01.07.26.3 A010R002",NULL,"0328","G","0003","405053.00","2026-07-03","2026-07-03","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-1500.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-508.14","9531",NULL
"13378088","2026-07-03","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-07-03","4915336719","-259.000","BOX","M001","190603-F/B",NULL,"17:38:45",NULL,"RAPEESAN01",NULL,"0",NULL,"0001000248","0328","G","0003",NULL,"2026-07-03","2026-07-03","51003100","2026","601","GD goods issue:delvy",NULL,"โรงคั่วสุวรรณภูมิ","-777000.00",NULL,"2000124913",NULL,NULL,NULL,NULL,NULL,NULL,"-263216.52","9531",NULL
"13378089","2026-07-03","58000002","WIPF WICOVALVE W009","2026-07-03","4915314991","-20000.000","PC","M003","20260511",NULL,"14:10:52",NULL,"RAPEESAN01",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-07-03","2026-07-03",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-20000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9531",NULL
"13378090","2026-07-03","58000002","WIPF WICOVALVE W009","2026-07-03","4915314991","20000.000","PC","P003","20260511",NULL,"14:10:52",NULL,"RAPEESAN01",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-07-03","2026-07-03",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","20000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9531",NULL
"13378091","2026-07-03","58000004","Film roll All cafe500g.420mm*900m","2026-07-03","4915314991","27000.000","PC","P003","20260609",NULL,"14:10:52",NULL,"RAPEESAN01",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-07-03","2026-07-03",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","27000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9531",NULL
"13378092","2026-07-03","58000004","Film roll All cafe500g.420mm*900m","2026-07-03","4915314991","-27000.000","PC","M003","20260609",NULL,"14:10:52",NULL,"RAPEESAN01",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-07-03","2026-07-03",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-27000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9531",NULL
"13378093","2026-07-03","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-07-03","4915314991","-4000.000","PC","M003","20260622",NULL,"14:10:52",NULL,"RAPEESAN01",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-07-03","2026-07-03",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-4000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9531",NULL
"13378094","2026-07-03","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-07-03","4915314991","4000.000","PC","P003","20260622",NULL,"14:10:52",NULL,"RAPEESAN01",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-07-03","2026-07-03",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","4000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9531",NULL
"13378205","2026-07-03","54002340","สารกาแฟอาราบิก้า","2026-07-02","4915326263","-500.000","G","P001","260320-RPT",NULL,"14:57:46",NULL,"SUTEESEA",NULL,"150878225","A.RPT 20.03.26 CL14:15 Silo 1",NULL,"0328","G","0003","405053.00","2026-07-02","2026-07-03","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-500.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-131.94","9531",NULL
"13378206","2026-07-03","54002340","สารกาแฟอาราบิก้า","2026-07-01","4915298227","-10030.500","KG","P001","260320-RPT",NULL,"11:00:35","301000000204","SUTEESEA",NULL,"150907230",NULL,NULL,"0328","G","0003",NULL,"2026-07-03","2026-07-03","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-10030500.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-2646750.23","9531",NULL
"13378207","2026-07-03","57000001","เมล็ดกาแฟ Clean Arabica Size L","2026-07-01","5006519400","9853.200","KG","P002","260320-RPT",NULL,"11:17:21","301000000204","SUTEESEA",NULL,"0","A.RPT L.20/03/2026",NULL,"0328","G","0003",NULL,"2026-07-01","2026-07-03","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","9853200.00",NULL,"A.RPT 01/07/2026",NULL,NULL,NULL,NULL,NULL,NULL,"2658294.83","9531",NULL
"13378208","2026-07-03","57000002","เมล็ดกาแฟ Clean Arabica B","2026-07-01","5006519400","171.800","KG","P002","260320-RPT",NULL,"11:17:21","301000000204","SUTEESEA",NULL,"0",NULL,NULL,"0328","G","0003",NULL,"2026-07-01","2026-07-03","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","171800.00",NULL,"A.RPT 01/07/2026",NULL,NULL,NULL,NULL,NULL,NULL,"46349.92","9531",NULL
"13378305","2026-07-03","54002341","สารกาแฟโรบัสต้า","2026-07-02","4915334729","-229.310","KG","P001","260514-BBB",NULL,"16:46:47","301000000205","SUTEESEA",NULL,"0","สารกาแฟโรบัสต้า",NULL,"0328","G","0003",NULL,"2026-07-03","2026-07-03","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-229310.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-35726.33","9531",NULL
"13378372","2026-07-03","54002341","สารกาแฟโรบัสต้า","2026-07-02","4915334729","-9816.490","KG","P001","260616-BBB",NULL,"16:46:47","301000000205","SUTEESEA",NULL,"150920570",NULL,NULL,"0328","G","0003",NULL,"2026-07-03","2026-07-03","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-9816490.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-1529401.98","9531",NULL
"13378373","2026-07-03","54002341","สารกาแฟโรบัสต้า","2026-07-02","4915326263","-500.000","G","P001","260616-BBB",NULL,"14:57:46",NULL,"SUTEESEA",NULL,"150878225","R.BBB 16.06.26 CL09:00 Silo 5",NULL,"0328","G","0003","405053.00","2026-07-02","2026-07-03","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-500.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-77.90","9531",NULL
"13378374","2026-07-03","57000003","เมล็ดกาแฟ Clean Robusta Size mix","2026-07-02","5006525762","9891.000","KG","P002","260616-BBB",NULL,"17:03:02","301000000205","SUTEESEA",NULL,"0","R.BBB L.16/06/2026",NULL,"0328","G","0003",NULL,"2026-07-02","2026-07-03","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","9891000.00",NULL,"R.BBB 02-07-26",NULL,NULL,NULL,NULL,NULL,NULL,"1588692.42","9531",NULL
"13378375","2026-07-03","57000004","เมล็ดกาแฟ Clean Robusta B","2026-07-02","5006525762","139.200","KG","P002","260616-BBB",NULL,"17:03:02","301000000205","SUTEESEA",NULL,"0","R.BBB L.16/06/2026",NULL,"0328","G","0003",NULL,"2026-07-02","2026-07-03","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","139200.00",NULL,"R.BBB 02-07-26",NULL,NULL,NULL,NULL,NULL,NULL,"22358.30","9531",NULL
"13385937","2026-07-04","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-07-04","5006555516","15000.000","PC","M003","20260704",NULL,"10:17:55",NULL,"SUTTISIT02","305055037","0",NULL,NULL,"0328","PC","0003",NULL,"2026-07-04","2026-07-04",NULL,"2026","101","GR goods receipt","PC","โรงคั่วสุวรรณภูมิ","15000.00","305055037","6901267",NULL,NULL,"2024222",NULL,NULL,NULL,"75000.00","9540",NULL
"13385938","2026-07-04","58000010","(4seal) กล่องกระดาษ5ชั้น 450*330*300 mm","2026-07-04","5006555043","500.000","PC","M003","20260704",NULL,"09:57:24",NULL,"SUTTISIT02","305057905","0",NULL,NULL,"0328","PC","0003",NULL,"2026-07-04","2026-07-04",NULL,"2026","101","GR goods receipt","PC","โรงคั่วสุวรรณภูมิ","500.00","305057905","6901266",NULL,NULL,"2024222",NULL,NULL,NULL,"11000.00","9540",NULL
"13385939","2026-07-04","54002340","สารกาแฟอาราบิก้า","2026-07-03","4915391372","-168.550","KG","P001","260226-BF",NULL,"10:52:55","301000000206","SUTEESEA",NULL,"0","สารกาแฟอาราบิก้า",NULL,"0328","G","0003",NULL,"2026-07-04","2026-07-04","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-168550.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-44475.33","9540",NULL
"13385940","2026-07-04","54002340","สารกาแฟอาราบิก้า","2026-07-03","4915391372","-14947.650","KG","P001","260320-RPT",NULL,"10:52:55","301000000206","SUTEESEA",NULL,"150954942",NULL,NULL,"0328","G","0003",NULL,"2026-07-04","2026-07-04","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-14947650.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-3944239.68","9540",NULL
"13385941","2026-07-04","57000001","เมล็ดกาแฟ Clean Arabica Size L","2026-07-03","5006556455","14667.220","KG","P002","260320-RPT",NULL,"10:57:22","301000000206","SUTEESEA",NULL,"0","A.RPT 20/03/2026",NULL,"0328","G","0003",NULL,"2026-07-03","2026-07-04","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","14667220.00",NULL,"A.RPT 03-07-26",NULL,NULL,NULL,NULL,NULL,NULL,"3957069.28","9540",NULL
"13385942","2026-07-04","57000002","เมล็ดกาแฟ Clean Arabica B","2026-07-03","5006556455","374.900","KG","P002","260320-RPT",NULL,"10:57:22","301000000206","SUTEESEA",NULL,"0","A.RPT 20/03/2026",NULL,"0328","G","0003",NULL,"2026-07-03","2026-07-04","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","374900.00",NULL,"A.RPT 03-07-26",NULL,NULL,NULL,NULL,NULL,NULL,"101144.27","9540",NULL
"13690463","2026-08-03","54000541","แอตลาส_เติมแก๊ส LPG ขนาด48Kg.2หัว","2026-08-03","5007666050","10.000","PC","M004","08-26",NULL,"18:31:43",NULL,"WANTILER","305058103","0",NULL,NULL,"0328","PC","0003",NULL,"2026-08-01","2026-08-03",NULL,"2026","101","GR goods receipt","PC","โรงคั่วสุวรรณภูมิ","10.00","305058103","IVV0082607313051",NULL,NULL,"2048975",NULL,NULL,NULL,"10350.00","9814",NULL
"13690464","2026-08-03","54000541","แอตลาส_เติมแก๊ส LPG ขนาด48Kg.2หัว","2026-08-03","5007666062","20.000","PC","M004","08-26",NULL,"18:33:04",NULL,"WANTILER","305058103","0",NULL,NULL,"0328","PC","0003",NULL,"2026-08-03","2026-08-03",NULL,"2026","101","GR goods receipt","PC","โรงคั่วสุวรรณภูมิ","20.00","305058103","IVV0082608020116",NULL,NULL,"2048975",NULL,NULL,NULL,"20700.00","9814",NULL
"13690805","2026-08-03","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-08-03","4917932866","-4.000","BAG","M001","150702F1/B",NULL,"21:21:56",NULL,"PRONDTAN",NULL,"152186134","23.07.26.4 Top Up+Retain A013R002",NULL,"0328","G","0003","405053.00","2026-08-03","2026-08-03","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-2000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-682.08","9814",NULL
"13690806","2026-08-03","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-08-03","4917932866","-1.000","BAG","M001","150702F1/B",NULL,"21:21:56",NULL,"PRONDTAN",NULL,"152186134","Top Up 23.07.26.3 A013R002 P.31",NULL,"0328","G","0003","405053.00","2026-08-03","2026-08-03","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-500.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-170.52","9814",NULL
"13690823","2026-08-03","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-08-03","4917926778","-960.000","BOX","M001","180701-F/B",NULL,"17:42:59",NULL,"JURASDOK",NULL,"0",NULL,"0001000246","0328","G","0003",NULL,"2026-08-03","2026-08-03","51003100","2026","601","GD goods issue:delvy",NULL,"โรงคั่วสุวรรณภูมิ","-2880000.00",NULL,"2000126893",NULL,NULL,NULL,NULL,NULL,NULL,"-982195.20","9814",NULL
"13690827","2026-08-03","58000002","WIPF WICOVALVE W009","2026-08-03","4917923205","-10000.000","PC","M003","20260511",NULL,"16:15:12",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-08-03","2026-08-03",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-10000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9814",NULL
"13690828","2026-08-03","58000002","WIPF WICOVALVE W009","2026-08-03","4917923205","10000.000","PC","P003","20260511",NULL,"16:15:12",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-08-03","2026-08-03",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","10000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9814",NULL
"13690829","2026-08-03","58000004","Film roll All cafe500g.420mm*900m","2026-08-03","4917923205","33000.000","PC","P003","20260629",NULL,"16:15:12",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-08-03","2026-08-03",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","33000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9814",NULL
"13690830","2026-08-03","58000004","Film roll All cafe500g.420mm*900m","2026-08-03","4917923205","-33000.000","PC","M003","20260629",NULL,"16:15:12",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-08-03","2026-08-03",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-33000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9814",NULL
"13690831","2026-08-03","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-08-03","4917923205","-2600.000","PC","M003","20260718",NULL,"16:15:12",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-08-03","2026-08-03",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-2600.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9814",NULL
"13690832","2026-08-03","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-08-03","4917923205","2600.000","PC","P003","20260718",NULL,"16:15:12",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-08-03","2026-08-03",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","2600.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9814",NULL
"13690833","2026-08-03","58000004","Film roll All cafe500g.420mm*900m","2026-08-03","5007663506","29.000","ROL","M003","20260803",NULL,"16:09:23",NULL,"PRONDTAN","305057371","0",NULL,NULL,"0328","PC","0003",NULL,"2026-08-03","2026-08-03",NULL,"2026","101","GR goods receipt","ROL","โรงคั่วสุวรรณภูมิ","87000.00","305057371","IV6908016",NULL,NULL,"2043579",NULL,NULL,NULL,"181250.00","9814",NULL
"13690834","2026-08-03","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-08-03","5007657317","15000.000","PC","M003","20260803",NULL,"10:38:17",NULL,"PRONDTAN","305053293","0",NULL,NULL,"0328","PC","0003",NULL,"2026-08-03","2026-08-03",NULL,"2026","101","GR goods receipt","PC","โรงคั่วสุวรรณภูมิ","15000.00","305053293","6901473",NULL,NULL,"2024222",NULL,NULL,NULL,"75000.00","9814",NULL
"13690921","2026-08-03","59000001","เมล็ดกาแฟ CPR Coffee Bean  MF. 500 G.","2026-08-03","4917899652","-10.000","BAG","P004","260505-T/B",NULL,"13:02:24",NULL,"THANAWIS",NULL,"0",NULL,"0002051871","0328","G","0003",NULL,"2026-08-03","2026-08-03","51003100","2026","601","GD goods issue:delvy",NULL,"โรงคั่วสุวรรณภูมิ","-5000.00",NULL,"2000126828",NULL,NULL,NULL,NULL,NULL,NULL,"-1704.80","9814",NULL
"13690922","2026-08-03","59000001","เมล็ดกาแฟ CPR Coffee Bean  MF. 500 G.","2026-08-03","4917893567","-2.000","BAG","P004","260505-T/B",NULL,"10:14:53",NULL,"THANAWIS",NULL,"152015024","เบิกเทสให้ลูกค้า บริษัท Exion","E7889241","0328","G","0003","403002.00","2026-08-03","2026-08-03","66001000","2026","201","GI for cost center",NULL,"โรงคั่วสุวรรณภูมิ","-1000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-340.96","9814",NULL
"13690923","2026-08-03","59000001","เมล็ดกาแฟ CPR Coffee Bean  MF. 500 G.","2026-08-03","4917900778","-60.000","BAG","P004","260505-T/B",NULL,"13:34:03",NULL,"THANAWIS",NULL,"0",NULL,"0002027876","0328","G","0003",NULL,"2026-08-03","2026-08-03","51003100","2026","601","GD goods issue:delvy",NULL,"โรงคั่วสุวรรณภูมิ","-30000.00",NULL,"2000126834",NULL,NULL,NULL,NULL,NULL,NULL,"-10228.80","9814",NULL
"13690924","2026-08-03","59000001","เมล็ดกาแฟ CPR Coffee Bean  MF. 500 G.","2026-08-03","4917899656","-36.000","BAG","P004","260505-T/B",NULL,"13:04:24",NULL,"THANAWIS",NULL,"0",NULL,"0002039969","0328","G","0003",NULL,"2026-08-03","2026-08-03","51003100","2026","601","GD goods issue:delvy",NULL,"โรงคั่วสุวรรณภูมิ","-18000.00",NULL,"2000126830",NULL,NULL,NULL,NULL,NULL,NULL,"-6137.28","9814",NULL
"13690925","2026-08-03","59000001","เมล็ดกาแฟ CPR Coffee Bean  MF. 500 G.","2026-08-03","4917921007","-2.000","BAG","P004","260505-T/B",NULL,"15:32:21",NULL,"SONGPCHI",NULL,"0",NULL,"0002052964","0328","G","0003",NULL,"2026-08-03","2026-08-03","51003100","2026","601","GD goods issue:delvy",NULL,"โรงคั่วสุวรรณภูมิ","-1000.00",NULL,"2000126870",NULL,NULL,NULL,NULL,NULL,NULL,"-340.96","9814",NULL
"13691022","2026-08-03","59000004","Super  Blend  500 G.","2026-08-03","4917893567","-2.000","BAG","P004","260701",NULL,"10:14:53",NULL,"THANAWIS",NULL,"152015024","เบิกเทสให้ลูกค้า บริษัท Exion","E7889241","0328","G","0003","403002.00","2026-08-03","2026-08-03","66001000","2026","201","GI for cost center",NULL,"โรงคั่วสุวรรณภูมิ","-1000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-286.62","9814",NULL
"13691023","2026-08-03","59000003","เมล็ดกาแฟคั่ว Classic 1 bag ขนาด 500 G.","2026-08-03","4917900774","-100.000","BAG","P004","260701-R1",NULL,"13:33:25",NULL,"THANAWIS",NULL,"0",NULL,"0001100192","0328","G","0003",NULL,"2026-08-03","2026-08-03","51003100","2026","601","GD goods issue:delvy",NULL,"โรงคั่วสุวรรณภูมิ","-50000.00",NULL,"2000126833",NULL,NULL,NULL,NULL,NULL,NULL,"-18590.00","9814",NULL
"13691024","2026-08-03","59000003","เมล็ดกาแฟคั่ว Classic 1 bag ขนาด 500 G.","2026-08-03","4917893567","-2.000","BAG","P004","260701-R1",NULL,"10:14:53",NULL,"THANAWIS",NULL,"152015024","เบิกเทสให้ลูกค้า บริษัท Exion","E7889241","0328","G","0003","403002.00","2026-08-03","2026-08-03","66001000","2026","201","GI for cost center",NULL,"โรงคั่วสุวรรณภูมิ","-1000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-371.80","9814",NULL
